VA1100,R14688,169,0.968675,VA1100_Cherenkov_2100V_1layer_-40.0mV_5.0pC_3.0Hrs_/data.root,
VA1110,R14688,170,0.97124375,VA1110_Cherenkov_1980V_1layer_-40.0mV_5.0pC_3.0Hrs_/data.root,
VA1116,R14688,178,0.9926625,VA1116_Cherenkov_2070V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1115,R14688,179,0.99029375,VA1115_Cherenkov_1870V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1101,R14688,183,1.014325,VA1101_Cherenkov_1860V_1layer_-40.0mV_5.0pC_0.3Hrs_/data.root,
VA1113,R14688,184,1.00163125,VA1113_Cherenkov_1840V_1layer_-40.0mV_5.0pC_0.3Hrs_/data.root,
VA1078,R14688,185,0.98235625,VA1078_Cherenkov_1800V_1layer_-40.0mV_5.0pC_0.3Hrs_analysis_update/data.root,
VA1077,R14688,186,0.96023125,VA1077_Cherenkov_1850V_1layer_-40.0mV_5.0pC_0.3Hrs_analysis_update/data.root,
VA1076,R14688,187,1.01473125,VA1076_Cherenkov_1900V_1layer_-40.0mV_5.0pC_20.0Hrs_analysis_update/data.root,
VA1075,R14688,188,0.92926875,VA1075_Cherenkov_1920V_1layer_-40.0mV_5.0pC_27.0Hrs_analysis_update/data.root,
VA1074,R14688,189,0.976025,VA1074_Cherenkov_1900V_1layer_-40.0mV_5.0pC_9.5Hrs_analysis_update/data.root,
VA1073,R14688,190,0.992275,VA1073_Cherenkov_1950V_1layer_-40.0mV_5.0pC_25.0Hrs_analysis_update/data.root,
VA1072,R14688,191,1.00454375,VA1072_Cherenkov_1830V_1layer_-40.0mV_5.0pC_0.5Hrs_analysis_update/data.root,
VA1071,R14688,192,0.99434375,VA1071_Cherenkov_1900V_1layer_-40.0mV_5.0pC_0.0Hrs_analysis_update/data.root,
VA1070,R14688,193,0.94981875,VA1070_Cherenkov_1900V_1layer_-40.0mV_5.0pC_0.5Hrs_analysis_update/data.root,
VA1111,R14688,194,0.97271875,VA1111_Cherenkov_2150V_1layer_-40.0mV_5.0pC_23.0Hrs_analysis_update/data.root,
VA1102,R14688,201,0.99829375,VA1102_Cherenkov_1925V_1layer_-40.0mV_5.0pC_0.8Hrs_/data.root,
VA1103,R14688,202,0.98930625,VA1103_Cherenkov_1950V_1layer_-40.0mV_5.0pC_0.8Hrs_/data.root,
VA1105,R14688,207,0.97536875,VA1105_Cherenkov_2050V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1106,R14688,208,0.99151875,VA1106_Cherenkov_1955V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1108,R14688,214,0.9947875,VA1108_Cherenkov_2020V_1layer_-40.0mV_5.0pC_0.8Hrs_/data.root,
VA1114,R14688,215,0.98524375,VA1114_Cherenkov_1880V_1layer_-40.0mV_5.0pC_0.8Hrs_/data.root,
VA1104,R14688,220,1.00538125,VA1104_Cherenkov_2080V_1layer_-40.0mV_5.0pC_4.0Hrs_/data.root,
VA1107,R14688,221,0.94849375,VA1107_Cherenkov_1895V_1layer_-40.0mV_5.0pC_4.0Hrs_/data.root,
VA1117,R14688,229,1.0157375,VA1117_Cherenkov_2085V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1123,R14688,230,1.01093125,VA1123_Cherenkov_1845V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1090,R14688,235,0.9729625,VA1090_Cherenkov_1840V_1layer_-40.0mV_5.0pC_0.8Hrs_/data.root,
VA1119,R14688,236,1.01644375,VA1119_Cherenkov_1825V_1layer_-40.0mV_5.0pC_0.8Hrs_/data.root,
VA1094,R14688,243,1.0148625,VA1094_Cherenkov_1725V_1layer_-40.0mV_5.0pC_1.25Hrs_/data.root,
VA1091,R14688,244,0.9812625,VA1091_Cherenkov_1820V_1layer_-40.0mV_5.0pC_1.25Hrs_/data.root,
VA1124,R14688,248,1.003175,VA1124_Cherenkov_1790V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1097,R14688,249,1.0515375,VA1097_Cherenkov_2020V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1086,R14688,252,0.97483125,VA1086_Cherenkov_1955V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1130,R14688,253,0.97341875,VA1130_Cherenkov_1865V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1093,R14688,258,0.97876875,VA1093_Cherenkov_1745V_1layer_-40.0mV_5.0pC_0.8Hrs_/data.root,
VA1092,R14688,259,0.995625,VA1092_Cherenkov_1810V_1layer_-40.0mV_5.0pC_0.8Hrs_/data.root,
VA1120,R14688,264,0.9714125,VA1120_Cherenkov_2110V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1121,R14688,265,1.0088125,VA1121_Cherenkov_1915V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1066,R14688,270,0.980075,VA1066_Cherenkov_1875V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1064,R14688,271,0.98481875,VA1064_Cherenkov_1865V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1138,R14688,276,1.05875,VA1138_Cherenkov_2100V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1139,R14688,277,1.05875,VA1139_Cherenkov_1955V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1136,R14688,282,1.01055625,VA1136_Cherenkov_2010V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1131,R14688,283,0.99889375,VA1131_Cherenkov_1945V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1125,R14688,284,1.03448125,VA1125_Cherenkov_1900V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1126,R14688,288,0.97335,VA1126_Cherenkov_1935V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1132,R14688,285,0.97514375,VA1132_Cherenkov_1825V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1127,R14688,289,0.97386875,VA1127_Cherenkov_1870V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1128,R14688,295,1.01070625,VA1128_Cherenkov_1955V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1134,R14688,296,0.97641875,VA1134_Cherenkov_2030V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1129,R14688,301,0.9714875,VA1129_Cherenkov_1915V_1layer_-40.0mV_5.0pC_1.5Hrs_/data.root,
VA1149,R14688,302,0.95245,VA1149_Cherenkov_2045V_1layer_-40.0mV_5.0pC_1.5Hrs_/data.root,
VA1146,R14688,312,0.97098125,VA1146_Cherenkov_1995V_1layer_-40.0mV_5.0pC_1.5Hrs_/data.root,
VA1145,R14688,313,1.01470625,VA1145_Cherenkov_2065V_1layer_-40.0mV_5.0pC_1.5Hrs_/data.root,
VA1151,R14688,316,0.944025,VA1151_Cherenkov_1930V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1152,R14688,317,1.004375,VA1152_Cherenkov_2070V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1084,R14688,324,0.97563125,VA1084_Cherenkov_1940V_1layer_-40.0mV_5.0pC_0.75Hrs_/data.root,
VA1099,R14688,325,0.9893375,VA1099_Cherenkov_1980V_1layer_-40.0mV_5.0pC_0.75Hrs_/data.root,
VA1067,R14688,331,0.979925,VA1067_Cherenkov_1935V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1068,R14688,332,0.99008125,VA1068_Cherenkov_1720V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1065,R14688,339,1.01469375,VA1065_Cherenkov_1950V_1layer_-40.0mV_5.0pC_0.8Hrs_/data.root,
VA1098,R14688,340,0.9828875,VA1098_Cherenkov_2105V_1layer_-40.0mV_5.0pC_0.8Hrs_/data.root,
VA1080,R14688,345,0.97539375,VA1080_Cherenkov_1845V_1layer_-40.0mV_5.0pC_1.5Hrs_/data.root,
VA1081,R14688,346,0.9873375,VA1081_Cherenkov_1700V_1layer_-40.0mV_5.0pC_1.5Hrs_/data.root,
VA1089,R14688,357,0.9857375,VA1089_Cherenkov_1790V_1layer_-40.0mV_5.0pC_1.5Hrs_/data.root,
VA1088,R14688,358,1.02070625,VA1088_Cherenkov_2040V_1layer_-40.0mV_5.0pC_1.5Hrs_/data.root,
VA1059,R14688,365,0.9623125,VA1059_Cherenkov_1960V_1layer_-40.0mV_5.0pC_5.5Hrs_/data.root,
VA1062,R14688,366,0.96553125,VA1062_Cherenkov_1980V_1layer_-40.0mV_5.0pC_5.5Hrs_/data.root,
VA1060,R14688,383,1.0125,VA1060_Cherenkov_2395V_1layer_-40.0mV_5.0pC_24.0Hrs_/data.root,
VA1180,R14688,384,1.0118,VA1180_Cherenkov_2255V_1layer_-40.0mV_5.0pC_24.0Hrs_/data.root,
VA1082,R14688,392,0.98965625,VA1082_Cherenkov_1705V_1layer_-40.0mV_5.0pC_27.0Hrs_/data.root,
VA1181,R14688,393,0.9975875,VA1181_Cherenkov_2180V_1layer_-40.0mV_5.0pC_27.0Hrs_/data.root,
VA1206,R14688,408,0.99976875,VA1206_Cherenkov_2110V_1layer_-40.0mV_5.0pC_25.0Hrs_/data.root,
VA1196,R14688,409,0.9397875,VA1196_Cherenkov_2500V_1layer_-40.0mV_5.0pC_25.0Hrs_/data.root,
VA1205,R14688,420,0.9923375,VA1205_Cherenkov_2260V_1layer_-40.0mV_5.0pC_4.5Hrs_/data.root,
VA1208,R14688,421,1.0122625,VA1208_Cherenkov_2290V_1layer_-40.0mV_5.0pC_4.5Hrs_/data.root,
VA1190,R14688,426,0.99725625,VA1190_Cherenkov_2050V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1215,R14688,427,0.9627875,VA1215_Cherenkov_1935V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1186,R14688,435,0.993675,VA1186_Cherenkov_1995V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1189,R14688,436,0.982975,VA1189_Cherenkov_2100V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1202,R14688,455,0.915175,VA1202_Cherenkov_2310V_1layer_-40.0mV_5.0pC_2.0Hrs_/data.root,
VA1187,R14688,444,0.96955625,VA1187_Cherenkov_1925V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1216,R14688,445,1.046675,VA1216_Cherenkov_2020V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1207,R14688,446,1.11211875,VA1207_Cherenkov_2110V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1197,R14688,456,0.94754375,VA1197_Cherenkov_2220V_1layer_-40.0mV_5.0pC_2.0Hrs_/data.root,
VA1184,R14688,459,0.94996875,VA1184_Cherenkov_1980V_1layer_-40.0mV_5.0pC_2.0Hrs_/data.root,
VA1158,R14688,458,0.96650625,VA1158_Cherenkov_2150V_1layer_-40.0mV_5.0pC_2.0Hrs_/data.root,
VA1229,R14688,462,0.93505,VA1229_Cherenkov_1865V_1layer_-40.0mV_5.0pC_1.5Hrs_/data.root,
VA1237,R14688,463,1.0087875,VA1237_Cherenkov_1910V_1layer_-40.0mV_5.0pC_1.5Hrs_/data.root,
VA1230,R14688,468,1.08096875,VA1230_Cherenkov_2050V_1layer_-40.0mV_5.0pC_3.0Hrs_/data.root,
VA1238,R14688,469,0.949525,VA1238_Cherenkov_1790V_1layer_-40.0mV_5.0pC_3.0Hrs_/data.root,
VA1239,R14688,488,0.9802,VA1239_Cherenkov_2050V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1241,R14688,489,1.04093125,VA1241_Cherenkov_1980V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1232,R14688,473,1.06169375,VA1232_Cherenkov_2425V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1231,R14688,471,1.03974375,VA1231_Cherenkov_1980V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1245,R14688,476,1.02609375,VA1245_Cherenkov_1945V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1225,R14688,477,1.01335,VA1225_Cherenkov_1800V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1246,R14688,482,0.94935,VA1246_Cherenkov_1900V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1227,R14688,483,0.94095,VA1227_Cherenkov_1860V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1244,R14688,493,0.93005,VA1244_Cherenkov_2100V_1layer_-40.0mV_5.0pC_0.0Hrs_/data.root,
VA1217,R14688,494,0.95345625,VA1217_Cherenkov_2125V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1223,R14688,498,1.028625,VA1223_Cherenkov_2025V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1228,R14688,497,0.9746,VA1228_Cherenkov_1850V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1220,R14688,503,0.9450625,VA1220_Cherenkov_2040V_1layer_-40.0mV_5.0pC_19.0Hrs_/data.root,
VA1240,R14688,504,0.964125,VA1240_Cherenkov_1810V_1layer_-40.0mV_5.0pC_19.0Hrs_/data.root,
VA1242,R14688,507,1.00218125,VA1242_Cherenkov_2045V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1141,R14688,508,1.01913125,VA1141_Cherenkov_1945V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1224,R14688,511,0.96966875,VA1224_Cherenkov_1950V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1226,R14688,512,0.96464375,VA1226_Cherenkov_2015V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1188,R14688,515,0.93953125,VA1188_Cherenkov_2165V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1218,R14688,516,0.94228125,VA1218_Cherenkov_2015V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1233,R14688,519,0.9434,VA1233_Cherenkov_2170V_1layer_-40.0mV_5.0pC_0.0Hrs_/data.root,
VA1192,R14688,520,0.95699375,VA1192_Cherenkov_1955V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1179,R14688,524,1.05011875,VA1179_Cherenkov_2040V_1layer_-40.0mV_5.0pC_0.5Hrs_/data.root,
VA1144,R14688,532,0.96731875,VA1144_Cherenkov_1930V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1213,R14688,533,0.9609625,VA1213_Cherenkov_2205V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1178,R14688,536,0.92666875,VA1178_Cherenkov_2040V_1layer_-40.0mV_5.0pC_0.0Hrs_/data.root,
VA1174,R14688,537,0.9986875,VA1174_Cherenkov_2060V_1layer_-40.0mV_5.0pC_0.0Hrs_/data.root,
VA1160,R14688,542,0.972675,VA1160_Cherenkov_1900V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
VA1142,R14688,543,0.95940625,VA1142_Cherenkov_2160V_1layer_-40.0mV_5.0pC_1.0Hrs_/data.root,
